cast_id,platform,obs_time,obs_date,lat,lon,obs_surface_t_c,obs_d26_m,obs_tchp_kj_cm2,obs_max_depth_m,model_grid_lat,model_grid_lon,model_grid_distance_km,model_surface_t_c,model_d26_m,model_tchp_kj_cm2,model_max_depth_m,tchp_delta_kj_cm2,storm_name,storm_season,event_name,raw_rtofs_pred_tchp_kj_cm2,raw_rtofs_pred_delta_kj_cm2,raw_rtofs_abs_error_kj_cm2,ridge_delta_pred_tchp_kj_cm2,ridge_delta_pred_delta_kj_cm2,ridge_delta_abs_error_kj_cm2,gbr_delta_pred_tchp_kj_cm2,gbr_delta_pred_delta_kj_cm2,gbr_delta_abs_error_kj_cm2,rf_delta_pred_tchp_kj_cm2,rf_delta_pred_delta_kj_cm2,rf_delta_abs_error_kj_cm2
aoml/4903354/profiles/D4903354_228.nc,4903354,2024-06-28T00:31:50Z,20240628,27.5615,-86.80553,29.166000366210938,42.34350320547276,42.94960036451945,2017.199951171875,27.58773803710937,-86.800048828125,2.967,29.12596321105957,40.369092881694414,31.59080785267505,3000.0,11.3587925118444,BERYL,2024,BERYL_2024,31.59080785267505,0.0,11.358792511844399,26.348443319543968,-5.242364533131081,16.60115704497548,30.453743866907676,-1.137063985767373,12.495856497611772,37.85365743078799,6.262849578112942,5.0959429337314575
aoml/4903249/profiles/D4903249_356.nc,4903249,2024-06-28T01:58:21Z,20240628,25.69874,-86.36479,29.90699958801269,152.9272589562539,115.239192182058,2006.1199951171875,25.72896957397461,-86.4000244140625,4.874,30.083328247070312,126.11553471682758,109.8273502933235,3000.0,5.411841888734486,BERYL,2024,BERYL_2024,109.8273502933235,0.0,5.4118418887345,123.24198209277972,13.414631799456217,8.002789910721717,127.6442472667184,17.81689697339489,12.40505508466039,132.6584005612048,22.83105026788128,17.41920837914678
aoml/4903555/profiles/D4903555_077.nc,4903555,2024-06-28T02:24:22Z,20240628,25.65695,-94.07949,29.46500015258789,45.58366242679215,50.40880182105993,2009.8800048828125,25.656879425048828,-94.0799560546875,0.047,29.28901481628418,58.49587505561837,47.778709569286605,3000.0,2.630092251773327,BERYL,2024,BERYL_2024,47.778709569286605,0.0,2.630092251773327,44.455764883630465,-3.3229446856561395,5.9530369374294665,42.36215793453166,-5.416551634754946,8.046643886528273,48.977216492789886,1.198506923503281,1.431585328270046
coriolis/4903762/profiles/R4903762_034.nc,4903762,2024-06-28T02:38:40Z,20240628,15.16824,-43.66869666666667,27.299999237060547,96.5444350689639,42.34332604023948,2005.800048828125,15.179255485534668,-43.679931640625,1.719,26.750577926635746,64.7044394234189,17.50326695313162,4000.0,24.84005908710786,BERYL,2024,BERYL_2024,17.50326695313162,0.0,24.84005908710786,39.34828398982761,21.845017036695985,2.9950420504118753,46.46092270701027,28.957655753878647,4.117596666770787,39.53674239730965,22.03347544417803,2.80658364292983
aoml/4903458/profiles/R4903458_063.nc,4903458,2024-06-28T04:06:16Z,20240628,13.3064,-58.9635,29.368000030517575,106.60999938964844,107.21300376821893,1948.8900146484373,13.318414688110352,-58.9599609375,1.39,29.11308860778809,83.03298139536419,76.9258072437296,2000.0,30.28719652448933,BERYL,2024,BERYL_2024,76.9258072437296,0.0,30.28719652448933,100.700351120052,23.77454387632241,6.51265264816692,103.13840752729581,26.212600283566218,4.074596240923114,96.60190201552123,19.67609477179164,10.611101752697692
aoml/4903458/profiles/R4903458_063.nc,4903458,2024-06-28T04:06:16Z,20240628,13.3064,-58.9635,29.368000030517575,106.60999938964844,107.21300376821893,1948.8900146484373,13.318414688110352,-58.9599609375,1.39,29.11308860778809,83.03298139536419,76.9258072437296,2000.0,30.28719652448933,BERYL,2024,BERYL_2024,76.9258072437296,0.0,30.28719652448933,100.700351120052,23.77454387632241,6.51265264816692,103.13840752729581,26.212600283566218,4.074596240923114,96.60190201552123,19.67609477179164,10.611101752697692
aoml/1902325/profiles/R1902325_101D.nc,1902325,2024-06-28T04:06:49Z,20240628,24.02102,-66.89654,28.525999069213867,24.86551729989288,12.423110800517003,5854.89990234375,23.986948013305664,-66.8800048828125,4.144,27.969560623168945,45.395569414669005,22.825785448839287,5000.0,-10.402674648322282,BERYL,2024,BERYL_2024,22.825785448839287,0.0,10.402674648322284,24.096626207173298,1.2708407583340104,11.673515406656295,21.301748580120677,-1.5240368687186105,8.878637779603674,23.111568511882325,0.2857830630430378,10.688457711365322
aoml/1902321/profiles/R1902321_094.nc,1902321,2024-06-28T05:18:02Z,20240628,16.65981,-45.52116,27.850000381469727,92.10751389265609,55.67178092380756,2025.6400146484373,16.640981674194336,-45.52001953125,2.097,27.39442443847656,60.39948911520385,29.26873821466273,3000.0,26.40304270914483,BERYL,2024,BERYL_2024,29.26873821466273,0.0,26.40304270914483,49.45221010324835,20.18347188858562,6.219570820559213,54.68232346398386,25.413585249321134,0.9894574598236971,52.76150732677474,23.49276911211201,2.9102735970328197
aoml/4903348/profiles/D4903348_120.nc,4903348,2024-06-28T06:00:39Z,20240628,24.07142,-73.94171,29.233999252319336,77.61184427248462,56.54963545086846,2007.199951171875,24.06001853942871,-73.9200439453125,2.539,28.983362197875977,64.62933803796268,53.12925645971386,5000.0,3.4203789911546,BERYL,2024,BERYL_2024,53.12925645971386,0.0,3.4203789911545996,61.2811958448955,8.151939385181642,4.731560394027042,51.72609935205948,-1.4031571076543798,4.8235360988089795,47.59531219158854,-5.5339442681253175,8.954323259279917
coriolis/6903044/profiles/R6903044_139.nc,6903044,2024-06-28T06:26:30Z,20240628,7.439426666666667,-43.798296666666666,29.125999450683597,55.95213063872307,56.62241383257353,2007.800048828125,7.419179439544678,-43.760009765625,4.784,28.601289749145508,59.810288714260494,51.326478528371325,4000.0,5.295935304202203,BERYL,2024,BERYL_2024,51.326478528371325,0.0,5.295935304202203,83.16264631060801,31.836167782236686,26.540232478034483,84.10119800374244,32.774719475371114,27.47878417116891,71.74963929721716,20.423160768845833,15.12722546464363
coriolis/6902841/profiles/R6902841_159.nc,6902841,2024-06-28T06:45:00Z,20240628,9.099,-56.75299999999999,29.099000930786133,110.96575206619424,120.74138238009236,1979.0,9.081730842590332,-56.719970703125,4.104,28.836015701293945,52.53522092476236,42.097974946077,3000.0,78.64340743401534,BERYL,2024,BERYL_2024,42.097974946077,0.0,78.64340743401536,64.11837750834897,22.02040256227197,56.62300487174339,69.87729757738701,27.77932263131001,50.86408480270535,85.40133193311442,43.30335698703742,35.34005044697794
meds/4902476/profiles/R4902476_189.nc,4902476,2024-06-28T07:49:00Z,20240628,8.144611358642578,-83.56350708007812,28.250999450683597,20.64225312025953,17.33186539237353,1523.0,8.132554054260254,-83.5999755859375,4.232,27.858272552490234,22.72971884476324,14.64279966314304,1500.0,2.6890657292304887,BERYL,2024,BERYL_2024,14.64279966314304,0.0,2.6890657292304905,31.89334258448101,17.250542921337974,14.561477192107482,41.52599054160505,26.88319087846201,24.194125149231517,40.572306341518875,25.929506678375837,23.240440949145345
aoml/4902349/profiles/D4902349_291.nc,4902349,2024-06-28T10:40:49Z,20240628,23.85424,-92.54959,29.09000015258789,39.55068580011642,46.33823980997534,2015.0400390625,23.84068298339844,-92.56005859375,1.846,28.876808166503903,47.000579272957786,40.40671935789001,3000.0,5.93152045208533,BERYL,2024,BERYL_2024,40.40671935789001,0.0,5.93152045208533,38.0992900053439,-2.3074293525461087,8.238949804631439,38.63046331554074,-1.7762560423492744,7.707776494434604,43.999222813822804,3.5925034559327926,2.3390169961525373
aoml/3902262/profiles/D3902262_002.nc,3902262,2024-06-28T12:14:28Z,20240628,6.44459,-44.92092,28.89699935913086,64.92997476900591,70.23889106969528,1515.199951171875,6.4662299156188965,-44.9599609375,4.939,29.078615188598636,46.24352126781103,45.81075378410468,4000.0,24.42813728559061,BERYL,2024,BERYL_2024,45.81075378410468,0.0,24.4281372855906,71.9915155774309,26.18076179332622,1.752624507735618,67.02172894278162,21.210975158676938,3.2171621269136637,56.95223963201045,11.14148584790577,13.286651437684831
aoml/4903356/profiles/D4903356_236.nc,4903356,2024-06-28T12:53:04Z,20240628,28.09985,-89.02245,28.993000030517575,36.79518800285829,38.38694451779728,1326.47998046875,28.08294105529785,-89.0400390625,2.552,29.7648983001709,33.62966290742347,31.08130985610982,1250.0,7.305634661687456,BERYL,2024,BERYL_2024,31.08130985610982,0.0,7.3056346616874634,23.40009575665578,-7.6812140994540385,14.986848761141502,33.01129671919043,1.9299868630806145,5.375647798606849,43.676159905103866,12.594850048994047,5.289215387306584
aoml/4903338/profiles/R4903338_123.nc,4903338,2024-06-28T15:01:22Z,20240628,19.01206,-43.24614,27.20800018310547,49.93199420505818,22.57969266681153,2013.719970703125,19.00177955627441,-43.280029296875,3.742,26.997669219970703,51.88762427125739,17.797581873111426,4000.0,4.782110793700106,BERYL,2024,BERYL_2024,17.797581873111426,0.0,4.782110793700102,31.40616517873042,13.608583305618993,8.82647251191889,41.023720220734134,23.226138347622708,18.444027553922606,39.37033071429417,21.572748841182744,16.79063804748264
aoml/3902298/profiles/D3902298_054.nc,3902298,2024-06-28T16:13:24Z,20240628,6.5285,-93.40474,28.57099914550781,39.89726541564271,41.00109615155224,2008.0400390625,6.545714378356934,-93.43994140625,4.334,28.314451217651367,36.58183032423045,29.857794044659787,3000.0,11.143302106892452,BERYL,2024,BERYL_2024,29.857794044659787,0.0,11.143302106892452,53.94049372136102,24.082699676701235,12.939397569808783,50.1127592277097,20.254965183049915,9.111663076157463,55.439353330768114,25.581559286108327,14.438257179215874
bodc/6903716/profiles/R6903716_158.nc,6903716,2024-06-28T18:41:04Z,20240628,24.6904,-39.3628,26.875999450683597,47.83172545421412,13.922567003494732,1986.300048828125,24.715768814086918,-40.719970703125,137.128,26.24010467529297,43.55275083330212,4.149763853517394,4000.0,9.77280314997734,BERYL,2024,BERYL_2024,4.149763853517394,0.0,9.772803149977339,2.8676412571745153,-1.2821225963428784,11.054925746320217,5.3521079410779855,1.2023440875605917,8.570459062416747,7.522041487498337,3.372277633980943,6.400525515996396
aoml/1902301/profiles/R1902301_128.nc,1902301,2024-06-28T21:20:21Z,20240628,14.66256,-40.63245,27.06800079345703,68.79104392632448,28.592752777406982,2015.800048828125,14.63810920715332,-40.719970703125,9.8,26.38600349426269,52.48490094773682,8.182027707997642,4000.0,20.410725069409335,BERYL,2024,BERYL_2024,8.182027707997642,0.0,20.410725069409338,27.495307950496574,19.313280242498934,1.097444826910408,27.784215876780223,19.602188168782583,0.8085369006267591,26.963784019045967,18.781756311048326,1.6289687583610153
aoml/4903279/profiles/D4903279_295.nc,4903279,2024-06-28T21:27:44Z,20240628,24.97764,-86.49288,30.246000289916992,167.34457834113866,126.27182672817835,2014.52001953125,25.0061149597168,-86.47998046875,3.423,30.273984909057617,138.51182043512938,126.26361267839684,3000.0,0.0082140497815146,BERYL,2024,BERYL_2024,126.26361267839684,0.0,0.008214049781514632,150.97657722701464,24.712964548617805,24.70475049883629,150.8908191134005,24.62720643500367,24.618992385222157,153.44942034779896,27.185807669402124,27.17759361962061
aoml/1902360/profiles/R1902360_024.nc,1902360,2024-06-28T23:08:38Z,20240628,26.92844,-58.65025,28.32699966430664,22.7102132159162,13.571408318961492,5316.2001953125,26.94775390625,-58.6400146484375,2.375,27.592056274414062,31.764589507177803,14.881835568439406,5000.0,-1.3104272494779146,BERYL,2024,BERYL_2024,14.881835568439406,0.0,1.3104272494779146,14.381652244070452,-0.5001833243689546,0.8102439251089599,15.299783439908008,0.417947871468602,1.7283751209465166,14.356551080351672,-0.5252844880877348,0.7851427613901798
aoml/1902360/profiles/R1902360_025D.nc,1902360,2024-06-28T23:26:41Z,20240628,26.92866,-58.6498,28.298999786376957,21.79140375710756,15.016587202810284,6003.10009765625,26.94775390625,-58.6400146484375,2.334,27.592056274414062,31.764589507177803,14.881835568439406,5000.0,0.1347516343708772,BERYL,2024,BERYL_2024,14.881835568439406,0.0,0.13475163437087723,14.385281236504195,-0.4965543319352115,0.6313059663060887,15.299783439908008,0.417947871468602,0.2831962370977248,14.259456057636644,-0.6223795108027623,0.7571311451736396
aoml/4902352/profiles/D4902352_295.nc,4902352,2024-06-29T02:27:56Z,20240629,23.81811,-97.03022,29.93199920654297,34.150861183047645,44.02178998558739,1072.239990234375,23.84068298339844,-97.0400390625,2.701,29.33724594116211,47.95462768544551,48.542903472349614,900.0,-4.521113486762225,BERYL,2024,BERYL_2024,48.542903472349614,0.0,4.521113486762225,46.07306808729346,-2.4698353850561574,2.0512781017060675,42.69658056186611,-5.846322910483508,1.325209423721283,44.505986223731846,-4.036917248617769,0.484196238144456
bodc/3901971/profiles/D3901971_216.nc,3901971,2024-06-29T02:47:30Z,20240629,29.77322833333333,-48.34693833333333,26.52199935913086,12.88179672997803,1.863667570084464,1992.800048828125,29.76336097717285,-48.320068359375,2.816,26.26569366455078,12.739862374047677,0.903737808044866,4000.0,0.959929762039598,BERYL,2024,BERYL_2024,0.903737808044866,0.0,0.959929762039598,-3.9424341342613527,-4.846171942306219,5.806101704345817,0.03756567363684449,-0.8661721344080215,1.8261018964476197,1.7666551371720103,0.8629173291271443,0.09701243291245376
aoml/4903248/profiles/D4903248_357.nc,4903248,2024-06-29T03:26:29Z,20240629,26.25224,-93.66276,29.368000030517575,39.85164613474044,47.690729042364296,1805.5999755859373,26.23237419128418,-93.679931640625,2.795,29.40133285522461,48.4081938477835,53.815131841726895,1500.0,-6.124402799362599,BERYL,2024,BERYL_2024,53.815131841726895,0.0,6.124402799362599,55.08628638068011,1.271154538953212,7.395557338315811,50.612160740410516,-3.202971101316379,2.92143169804622,54.848403510812965,1.0332716690860693,7.157674468448668
aoml/3902330/profiles/D3902330_001.nc,3902330,2024-06-29T03:50:09Z,20240629,7.16202,-40.58356,28.541000366210938,62.84137777504488,15.52066278118586,1493.47998046875,7.181124687194824,-40.719970703125,15.199,28.65904235839844,53.40636106960973,49.987145012293965,4000.0,-34.4664822311081,BERYL,2024,BERYL_2024,49.987145012293965,0.0,34.4664822311081,81.80193441701871,31.81478940472475,66.28127163583285,80.04046404811109,30.053319035817125,64.51980126692523,68.71956174738993,18.732416735095967,53.19889896620407
coriolis/6902958/profiles/R6902958_228.nc,6902958,2024-06-29T04:21:29Z,20240629,13.853908333333331,-51.541048333333336,28.582000732421875,100.0978444371254,89.91375745711557,1980.699951171875,13.86273193359375,-51.52001953125,2.473,28.12775611877441,54.5720982223344,39.90942182466034,4000.0,50.00433563245522,BERYL,2024,BERYL_2024,39.90942182466034,0.0,50.00433563245522,58.96619932904029,19.05677750437995,30.947558128075272,68.83571596833902,28.926294143678675,21.07804148877655,82.80836989108536,42.89894806642502,7.105387566030203
