cast_id,platform,obs_time,obs_date,lat,lon,storm_name,storm_season,obs_surface_t_c,obs_d26_m,obs_tchp_kj_cm2,obs_max_depth_m,model_grid_lat,model_grid_lon,model_grid_distance_km,model_surface_t_c,model_d26_m,model_tchp_kj_cm2,model_max_depth_m,tchp_delta_kj_cm2
aoml/4903249/profiles/D4903249_374.nc,4903249,2024-09-25T20:05:40Z,20240925,25.99996,-88.55021,HELENE,2024,30.06800079345703,46.69185638073186,60.37052358126011,1983.5661139597914,26.01689338684082,-88.56005859375,2.125,29.701557159423828,55.675568074100156,58.251107719441784,2500.0,2.119415861818325
aoml/4903254/profiles/D4903254_377.nc,4903254,2024-09-25T01:22:45Z,20240925,28.37575,-87.28958,HELENE,2024,29.792999267578125,28.462663864342606,31.913781922745798,1487.6764151014197,28.364892959594727,-87.280029296875,1.527,29.62137222290039,45.99062956331495,48.53799668085974,1500.0,-16.624214758113943
aoml/4903471/profiles/D4903471_143.nc,4903471,2024-09-25T01:08:57Z,20240925,27.74237,-88.82466,HELENE,2024,29.67099952697754,55.66536969816629,62.95300924706404,1572.078755759124,27.729455947875977,-88.800048828125,2.816,29.173646926879883,52.5227629184426,48.930738996853584,1500.0,14.022270250210454
aoml/4903544/profiles/D4903544_095.nc,4903544,2024-09-25T17:54:22Z,20240925,25.56154,-85.28192,HELENE,2024,30.31399917602539,54.1510337077677,72.50618899177744,1980.9126401689473,25.584745407104492,-85.280029296875,2.587,30.7526912689209,72.56113285671633,105.22576349882117,3000.0,-32.71957450704373
aoml/4903549/profiles/D4903549_095.nc,4903549,2024-09-25T01:58:59Z,20240925,26.75769,-87.02166,HELENE,2024,30.41699981689453,105.81741436809281,129.4813153413151,1768.8231852084032,26.733610153198242,-87.0400390625,3.24,30.452238082885742,118.31374193862699,142.24393290626074,2500.0,-12.762617564945629
aoml/4903559/profiles/D4903559_060.nc,4903559,2024-09-25T05:37:45Z,20240925,18.76036,-82.5705,HELENE,2024,30.003999710083008,164.6106248563243,210.98211070932408,998.5792709881789,18.774702072143555,-82.56005859375,1.937,29.793657302856445,126.32412978925551,138.68545541409313,4000.0,72.29665529523095
aoml/4903562/profiles/D4903562_060.nc,4903562,2024-09-25T14:09:35Z,20240925,21.45775,-85.82032,HELENE,2024,30.298999786376953,138.73296295999765,167.62519746351126,990.7836447073207,21.478515625,-85.8399658203125,3.076,30.66254425048828,111.72990146422322,153.40744304982064,1500.0,14.217754413690614
aoml/4903563/profiles/D4903563_062.nc,4903563,2024-09-25T21:20:27Z,20240925,20.45503,-80.18306,HELENE,2024,30.49799919128418,156.76204837653185,201.21177266517313,1000.7357405598198,20.432613372802734,-80.1600341796875,3.46,30.529531478881836,131.94957769046403,173.9156575843561,2000.0,27.29611508081703
aoml/4903622/profiles/R4903622_110.nc,4903622,2024-09-25T09:38:06Z,20240925,23.8163,-90.5114,HELENE,2024,30.475000381469727,63.21065348467449,80.99042196066385,1878.7848951688322,23.840682983398438,-90.47998046875,4.191,30.208839416503906,53.651590608495496,62.5952631780982,3000.0,18.39515878256565
aoml/4903622/profiles/R4903622_110.nc,4903622,2024-09-25T09:38:06Z,20240925,23.8163,-90.5114,HELENE,2024,30.475000381469727,63.21065348467449,80.99042196066385,1878.7848951688322,23.840682983398438,-90.47998046875,4.191,30.208839416503906,53.651590608495496,62.5952631780982,3000.0,18.39515878256565
coriolis/2903766/profiles/R2903766_099.nc,2903766,2024-09-25T13:41:40Z,20240925,14.484098333333334,-78.40174,HELENE,2024,30.357999801635742,97.780026096973,129.1810035344675,1812.6943806242784,14.483247756958008,-78.4000244140625,0.208,30.13490104675293,91.91705314621923,106.82500465302674,1500.0,22.355998881440755
aoml/4903279/profiles/D4903279_313.nc,4903279,2024-09-26T11:49:18Z,20240926,26.89433,-87.5152,HELENE,2024,29.694000244140625,56.25349811471628,53.89584251740036,1983.671861364889,26.87641716003418,-87.52001953125,2.048,30.04334831237793,79.56747265276269,89.28410077642874,2500.0,-35.38825825902838
aoml/4903354/profiles/D4903354_246.nc,4903354,2024-09-26T20:45:05Z,20240926,24.07007,-84.94599,HELENE,2024,29.84000015258789,119.20147350789165,155.64994934124002,1989.348350378903,24.06001853942871,-84.9599609375,1.806,29.836835861206055,99.30435912802997,116.68728171277334,3000.0,38.962667628466676
aoml/4903466/profiles/D4903466_143.nc,4903466,2024-09-26T11:43:11Z,20240926,23.51772,-83.5385,HELENE,2024,30.049999237060547,108.16052701886733,144.05799546814413,1987.7302239302549,23.547658920288086,-83.52001953125,3.825,29.702041625976562,119.90969899665552,133.69611141732753,2000.0,10.361884050816599
aoml/4903468/profiles/D4903468_146.nc,4903468,2024-09-26T08:19:22Z,20240926,25.95422,-92.61024,HELENE,2024,30.041000366210938,36.55105911951917,43.485150072818364,1988.6113095318822,25.944978713989258,-92.6400146484375,3.149,30.073776245117188,54.50525532337669,64.17152222179335,2000.0,-20.68637214897499
aoml/4903554/profiles/D4903554_102.nc,4903554,2024-09-26T03:17:13Z,20240926,23.98758,-84.07362,HELENE,2024,30.17799949645996,94.83981330390188,128.41731862692276,1928.0925314599276,23.986948013305664,-84.0799560546875,0.648,29.685806274414062,87.7883295915745,97.48576968754227,2000.0,30.93154893938049
aoml/4903353/profiles/D4903353_261.nc,4903353,2024-09-27T05:36:41Z,20240927,28.26784,-88.93015,HELENE,2024,29.187000274658203,40.4867461826299,35.38915540804026,1308.6291341730582,28.294475555419922,-88.9599609375,4.159,29.425640106201172,50.28135372512283,55.52252595540128,1000.0,-20.133370547361018
aoml/4903555/profiles/D4903555_095.nc,4903555,2024-09-27T02:43:32Z,20240927,25.29694,-92.61743,HELENE,2024,29.357999801635742,55.35708789674479,62.335471328096496,1992.6417959974829,25.295774459838867,-92.6400146484375,2.274,29.76273536682129,55.344632785683956,59.11529586518255,3000.0,3.220175462913943
aoml/4903464/profiles/D4903464_143.nc,4903464,2024-09-28T06:48:09Z,20240928,28.03658,-89.01035,HELENE,2024,28.922000885009766,39.616779225670676,41.026846401924594,1347.6589577470763,28.0123348236084,-89.0400390625,3.97,29.161161422729492,49.946182268029645,51.97888076238202,1250.0,-10.952034360457425
aoml/4903469/profiles/D4903469_144.nc,4903469,2024-09-28T14:52:23Z,20240928,23.42424,-81.59,HELENE,2024,30.000999450683594,139.71152014402716,161.8467042776409,1428.9664153186882,23.40089988708496,-81.5999755859375,2.788,29.66091537475586,95.84805146319749,105.9500536443342,1250.0,55.89665063330669
aoml/4903472/profiles/R4903472_143.nc,4903472,2024-09-28T20:16:43Z,20240928,25.66655,-88.93734,HELENE,2024,29.562999725341797,40.904902403799106,40.79317907448633,1976.646178123489,25.656879425048828,-88.9599609375,2.509,29.67229652404785,63.99990642896789,68.73773029820212,3000.0,-27.94455122371579
aoml/4903545/profiles/D4903545_096.nc,4903545,2024-09-28T15:12:19Z,20240928,27.79055,-87.47499,HELENE,2024,28.780000686645508,43.26311056655193,41.69916155323413,1990.9769602896163,27.80024528503418,-87.43994140625,3.612,28.814226150512695,49.8577408030822,46.004926094395195,2500.0,-4.305764541161068
aoml/4903552/profiles/D4903552_096.nc,4903552,2024-09-28T18:56:27Z,20240928,25.56453,-85.57224,HELENE,2024,30.05299949645996,99.9475487902629,115.02976559501323,1988.7459155442375,25.584745407104492,-85.5999755859375,3.577,29.916324615478516,74.33210364760188,86.49471632990794,3000.0,28.535049265105286
