cast_id,source_file,platform,lat,lon,obs_date,month,year
aoml/4903551/profiles/D4903551_052.nc,aoml/4903551/profiles/D4903551_052.nc,4903551,25.493,-88.077,20240220,2,2024
aoml/4903552/profiles/D4903552_052.nc,aoml/4903552/profiles/D4903552_052.nc,4903552,24.268,-83.989,20240220,2,2024
aoml/4903556/profiles/D4903556_052.nc,aoml/4903556/profiles/D4903556_052.nc,4903556,25.236,-86.084,20240220,2,2024
aoml/4903557/profiles/D4903557_052.nc,aoml/4903557/profiles/D4903557_052.nc,4903557,25.272,-86.03,20240220,2,2024
aoml/4903559/profiles/D4903559_031.nc,aoml/4903559/profiles/D4903559_031.nc,4903559,20.327,-83.689,20240220,2,2024
aoml/4903562/profiles/D4903562_031.nc,aoml/4903562/profiles/D4903562_031.nc,4903562,19.296,-85.496,20240220,2,2024
aoml/4903237/profiles/D4903237_347.nc,aoml/4903237/profiles/D4903237_347.nc,4903237,24.196,-81.381,20240221,2,2024
aoml/4903240/profiles/D4903240_347.nc,aoml/4903240/profiles/D4903240_347.nc,4903240,25.151,-95.143,20240221,2,2024
aoml/4903248/profiles/D4903248_332.nc,aoml/4903248/profiles/D4903248_332.nc,4903248,26.088,-91.468,20240221,2,2024
aoml/4903356/profiles/D4903356_210.nc,aoml/4903356/profiles/D4903356_210.nc,4903356,28.288,-88.947,20240221,2,2024
aoml/4903466/profiles/D4903466_100.nc,aoml/4903466/profiles/D4903466_100.nc,4903466,23.501,-84.782,20240221,2,2024
aoml/4903468/profiles/D4903468_103.nc,aoml/4903468/profiles/D4903468_103.nc,4903468,26.421,-86.301,20240221,2,2024
aoml/4903471/profiles/D4903471_100.nc,aoml/4903471/profiles/D4903471_100.nc,4903471,28.872,-87.424,20240221,2,2024
aoml/4903546/profiles/D4903546_052.nc,aoml/4903546/profiles/D4903546_052.nc,4903546,24.831,-90.619,20240221,2,2024
aoml/4903548/profiles/D4903548_052.nc,aoml/4903548/profiles/D4903548_052.nc,4903548,25.693,-85.709,20240221,2,2024
aoml/4903549/profiles/D4903549_052.nc,aoml/4903549/profiles/D4903549_052.nc,4903549,25.816,-89.052,20240221,2,2024
aoml/4903553/profiles/D4903553_052.nc,aoml/4903553/profiles/D4903553_052.nc,4903553,23.117,-83.33,20240221,2,2024
aoml/4903554/profiles/D4903554_059.nc,aoml/4903554/profiles/D4903554_059.nc,4903554,25.646,-84.757,20240221,2,2024
aoml/4903563/profiles/D4903563_033.nc,aoml/4903563/profiles/D4903563_033.nc,4903563,20.33,-81.873,20240221,2,2024
aoml/4903622/profiles/R4903622_089.nc,aoml/4903622/profiles/R4903622_089.nc,4903622,21.134,-95.681,20240221,2,2024
aoml/4903237/profiles/D4903237_349.nc,aoml/4903237/profiles/D4903237_349.nc,4903237,24.215,-81.245,20240302,3,2024
aoml/4903240/profiles/D4903240_349.nc,aoml/4903240/profiles/D4903240_349.nc,4903240,25.205,-95.143,20240302,3,2024
