target,macro_region,patch_lat0,patch_lon0,patch_label,rows,dates,raw_rmse,raw_mae,raw_bias,raw_corr,corrected_rmse,corrected_mae,corrected_bias,corrected_corr,mae_improvement,rmse_improvement
d26,atlantic,0,-60,"lat[0,20) lon[-60,-40)",2087,452,22.709210217189305,16.91371925923677,-13.448293275495852,0.6395306599025133,16.99089053981874,12.958184905086934,-0.18082904726082652,0.6968256288835628,3.9555343541498367,5.718319677370566
d26,atlantic,0,-40,"lat[0,20) lon[-40,-20)",2050,457,12.848681346571134,9.604177208883362,-5.928037101547717,0.8876577146285349,11.020449909402698,8.567202581059416,2.009414276784917,0.894772766425589,1.0369746278239464,1.8282314371684354
d26,atlantic,20,-100,"lat[20,40) lon[-100,-80)",2025,399,18.67709238818622,13.45048232842885,-3.925013825590507,0.905008081310259,17.615727684263945,12.391253840111977,-5.143691959658618,0.9127229918805068,1.0592284883168723,1.0613647039222762
d26,atlantic,0,-100,"lat[0,20) lon[-100,-80)",1625,432,12.221302297726767,8.618312241810715,-3.2832368013285977,0.9150550858228692,11.816964886295148,8.975033234286116,3.1554138608184843,0.9154220604404584,-0.3567209924754007,0.4043374114316194
d26,atlantic,20,-80,"lat[20,40) lon[-80,-60)",1621,354,17.390454469898025,13.194827510975003,-2.4836047766834093,0.7572733243410757,16.398109612306897,12.489652227222,-6.392331195843009,0.819364038717112,0.7051752837530021,0.992344857591128
d26,atlantic,-20,-40,"lat[-20,0) lon[-40,-20)",1231,396,17.994961470843673,13.672219529751864,-9.681300194921969,0.6053623519285077,13.170832673440296,10.200007681448747,-1.3357412048247703,0.705023171811299,3.4722118483031164,4.824128797403377
d26,atlantic,0,-80,"lat[0,20) lon[-80,-60)",965,352,20.135920674816152,15.737418462241001,-10.377619555730954,0.7552050005859805,16.71523339092969,13.02822407863685,0.17695986644029763,0.7710513800839782,2.709194383604151,3.420687283886462
d26,atlantic,20,-60,"lat[20,40) lon[-60,-40)",895,286,15.530612251267813,11.215168150702928,-2.2992654078462778,0.7408579269262116,13.513751797068268,10.103939351905609,-4.637195980530612,0.8285249830284462,1.1112287987973186,2.016860454199545
d26,atlantic,0,-20,"lat[0,20) lon[-20,0)",789,334,8.55745597018064,6.7010427960398555,-3.973242828875333,0.7732390531800328,7.432734619177592,5.892502827254289,0.04323627782252581,0.7886788620270635,0.8085399687855661,1.124721351003049
d26,atlantic,-20,-20,"lat[-20,0) lon[-20,0)",616,213,11.299313473411049,8.143117818747008,-3.1724947292964645,0.7076050269797611,10.186666211192945,7.489223325653101,-0.1775027019371573,0.748001997390772,0.6538944930939072,1.112647262218104
